file1,start1,end1,file2,start2,end2,classification,notes
5953343_0_22_46.java,1,25,freemind-src-0/freemind/freemind/main/FixedHTMLWriter.java,14,34,UD,cloned code. no evidence from where
8007565_0_102_111.java,1,10,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/util/HTMLFilterReader.java,106,116,UD,cloned code. no evidence.
8007565_0_102_111.java,1,10,rssowl-2.0.5/org.rssowl.core/src/org/rssowl/core/util/HTMLStripReader.java,114,124,UD,cloned code. no evidence.
8408230_0_24_33.java,1,10,wct-package-v1.5.2/WCTSubmitToRosetta/src/test/java/nz/govt/natlib/ndha/wctdpsdepositor/extractor/FileSystemArchiveFileTest.java,50,60,UD,snippet to get string from input stream. no evidence on origins.
8734970_0_1_23.java,1,23,netbeans-6.9.1-201007282301/form/test/qa-functional/src/org/netbeans/qa/form/ExtJellyTestCase.java,248,272,UD,"cloned code, no evidence"
8734970_0_1_23.java,1,23,netbeans-6.9.1-201007282301/junit/test/qa-functional/src/org/netbeans/jellytools/modules/junit/testcases/ExtJellyTestCaseForJunit4.java,174,198,UD,"cloned code, no evidence"
8758512_0_1_12.java,1,12,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/axis/PeriodAxisLabelInfo.java,106,118,UD,SO answer says the code is from RegularTimePeriod which should be org/jfree/data/time/RegularTimePeriod.java.
8758512_0_1_12.java,1,12,jfreechart-1/jfreechart-1.0.13/source/org/jfree/data/time/RegularTimePeriod.java,9,20,UD,SO answer says the code is from RegularTimePeriod which should be org/jfree/data/time/RegularTimePeriod.java.
9683760_0_1_11.java,1,11,mvnforum-1.2.2-mvnad-1.0.1/mvnforum-1.2.2-mvnad-1.0.1-src-20100817/mvnforum/contrib/phpbb2mvnforum/src/org/mvnforum/util/DBUtils.java,77,89,UD,cloned code. no evidence.
10135259_0_1_17.java,1,17,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,"cloned code, no evidence"
11319346_0_107_119.java,1,13,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,19,31,UD,cloned code. even comments from original apache code are equal. no evidence on where the code comes though
11319346_0_184_196.java,1,13,apache-jmeter-2.9/apache-jmeter-2.9/src/jorphan/org/apache/jorphan/gui/layout/VerticalLayout.java,74,86,UD,cloned code. even comments from original apache code are equal. no evidence on where the code comes though
1201102_0_1_17.java,1,17,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,common code snippet to avoid https certificates. no evidence from where this comes from
13311280_0_214_225.java,1,12,netbeans-6.9.1-201007282301/swingapp/appshells/CRUDShellApp/src/applicationpackage/ShellView.java,258,269,UD,several variable declarations that are equal between classes
1368041_0_17_33.java,1,17,netbeans-6.9.1-201007282301/kenai/src/org/codeviation/pojson/JsonUtils.java,59,71,UD,similar code to escape some characters
17780636_0_12_30.java,1,19,netbeans-6.9.1-201007282301/o.n.swing.outline/src/org/netbeans/swing/etable/ETableTransferHandler.java,12,30,UD,cloned code. no hard evidence on where from. SO says it's copy paste from a certain class. not sure where this class is from.
19856538_0_21_50.java,1,30,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/ui/nls/StringHelper.java,90,119,UD,author claims he copied from the Properties class in the java API
23782959_0_1_17.java,1,17,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,common code snippet to avoid https certificates. no evidence from where this comes from
24680923_0_17_41.java,1,25,jstock-1.0.7c/jstock/src/org/yccheok/jstock/alert/GoogleMail.java,18,42,UD,clear clone
2752455_0_1_17.java,1,17,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,common code snippet to avoid https certificates. no evidence from where this comes from
4453908_0_1_15.java,1,15,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,common code snippet to avoid https certificates. no evidence from where this comes from
550172_0_55_67.java,1,13,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,474,486,UD,commonly reused code to transform image in pdf. not clear where it originally comes from
